,Fecha,Evento,Categoría,Lugar,Dirección,Aforo,Población,C. postal,Provincia,Audiencia,Precio,Horario
,02/06/2018,Mercado de Productos Ecológicos de Proximidad,FAIR_MARKET,Plaza del Ayuntamiento,"Pza. Picasso, s/n",2323,Buitrago De Lozoya,28730,Madrid,Todos los publicos,,10:00 - 15:00
,02/06/2018,Rastro de la Sierra de Madrid en Collado Villalba,FAIR_MARKET,Plaza de la Constitución de Collado Villalba,Plaza De La Constitución,3563,Villalba De Guadarrama,28400,Madrid,Todos los publicos,Gratuito,10:00 - 15:00
,02/06/2018,Mercado de Artesanía de Guadarrama,FAIR_MARKET,Plaza Mayor de Guadarrama,Pza. Mayor de Guadarrama,845,"Serranilla, La (guadarrama), Urbanizacion",28440,Madrid,Todos los publicos,,10:00 - 14:00
,02/06/2018,"El Tren de la Fresa, Fruta de Temporada en un Coche de Época",CHILDREN_ACTIVITIES,Estación Principe Pío,Estación Principe Pío,3136,Madrid,28008,Madrid,Todos los publicos,"Ruta 1:Adultos 30 € Niños (de 1m. a 1,40 de alt...",Sin Confirmar
,02/06/2018,Mercado de las Ranas,FAIR_MARKET,Barrio de las Letras,"Plaza Santa Ana, s/n",3146,Madrid,28012,Madrid,Todos los públicos,Gratuito,11:00 - 21:00
,02/06/2018,Teatro Tour Madrid,OTHERS,Teatro Tour Madrid,Plaza de la Armería s/n,6122,Madrid,28013,Madrid,Todos los publicos,12 €,N/A
,02/06/2018,Pequeños Astrónomos 2.0,CHILDREN_ACTIVITIES,Planetario de Madrid,"Parque Tierno Galván, Av. del Planetario, 16",1370,Madrid,28045,Madrid,Mayores de 6 años,Gratuito,"Sábados, domingos, algunos festivos y días sin c..."
,02/06/2018,"Tren Medieval a Sigüenza, Un Viaje Hacia la Edad Media",CHILDREN_ACTIVITIES,Estación de Chamartín,Estación De Chamartín,7887,Madrid,28036,Madrid,Todos los publicos,Adultos: 35 € Niños (de 4 a 13 años): 16 € M...,10:00 - 21:06
,02/06/2018,Mercado del Juguete de Madrid,FAIR_MARKET,Centro Comercial la Ermita,"Paseo de la Ermita del Santo, 48",5722,Madrid,28011,Madrid,Todos los publicos,Gratuito,10:30 - 14:30
,02/06/2018,Mercadillo de Majadahonda,FAIR_MARKET,"Plaza de las Erillas, C/ Santa Catalina","Plaza de las Erillas, C/ Santa Catalina",4750,Majadahonda,28220,Madrid,Todos los publicos,Gratuito,Martes 9:30 - 14:00. Sábado hasta las 15:00
,03/06/2018,Trastillo de Sarasvati,FAIR_MARKET,"Avda. Olímpica (junto a La Esfera), entre las glo...",Avda. Olímpica,6386,Poligono Industrial Alcobendas,28108,Madrid,Todos los publicos,Gratuito,10:30 - 14:30
,03/06/2018,El Modelo del Mes,CONGRESS_CONFERENCE,Museo del Traje. Centro de Investigación del Patr...,"Avenida Juan de Herrera, 2",7678,Madrid,28040,Madrid,Todos los públicos,Gratuito,12:30 - 13:00
,03/06/2018,El Rastro,FAIR_MARKET,Barrio La Latina,La Latina,9235,Madrid,28047,Madrid,Todos los publicos,Gratuito,9:00 - 15:00
,03/06/2018,Rastro de Navacerrada,FAIR_MARKET,Paseo de los Españoles,Avda. de los Españoles,3337,"Navacerrada, Pueblo",28491,Madrid,Todos los publicos,,10:00 - 15:00
,04/06/2018,Libros Ilustrados y Cómics,EXHIBITIONS,Biblioteca Municipal Álvarez Quindós,"C/ del Capitán Angosto Gómez Castrillón, 39",8382,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,,N/A
,04/06/2018,Literatura y Cine para el Verano,EXHIBITIONS,Biblioteca Municipal Álvarez Quindós,"C/ del Capitán Angosto Gómez Castrillón, 39",2301,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,Gratuito,9:00 - 14:45
,04/06/2018,Literatura y Cine para el Verano,EXHIBITIONS,Biblioteca Municipal Álvarez Quindós,"C/ del Capitán Angosto Gómez Castrillón, 39",5756,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,,N/A
,04/06/2018,Clásicos de la Literatura Española del Siglo XX,EXHIBITIONS,Biblioteca Municipal Álvarez Quindós,"C/ del Capitán Angosto Gómez Castrillón, 39",2080,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,Gratuito,9:00 - 14:45
,04/06/2018,Libros Ilustrados y Comics,EXHIBITIONS,Biblioteca Municipal Álvarez Quindós,"C/ del Capitán Angosto Gómez Castrillón, 39",2729,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,Gratuito,9:00 - 14:45
,04/06/2018,Mitos de las Violencias Machistas. Exposición,EXHIBITIONS,Espacio de Igualdad María de Maeztu,"CALLE COMANDANTE FONTANES, 8",7206,Madrid,28019,Madrid,Todos los publicos,Gratuito,N/A
,04/06/2018,Historia del Cuartel de Conde Duque,EXHIBITIONS,Biblioteca Pública Municipal Conde Duque,"Calle Conde Duque, 11 (Centro)",8044,Madrid,28015,Madrid,Todos los publicos,Gratuito,N/A
,05/06/2018,Shomei Tomatsu,EXHIBITIONS,Fundación Mapfre. Recoletos,Paseo de Recoletos 23,8600,Madrid,28004,Madrid,Todos los publicos,"Entrada general 3,00 € Visita guiada 5,00 € L...",Lun: 14:00-20:00 H Mar-Sáb 10:00-20:00 H Dom y Fe...
,05/06/2018,Visitas Comentadas: La indumentaria en tiempos de Emilia Pardo Bazán,GUIDED_VISIT,Museo del Traje. Centro de Investigación del Patr...,"Avenida Juan de Herrera, 2",8869,Madrid,28040,Madrid,Mayores de 18 años,"Gratuito, con reserva previa",N/A
,05/06/2018,Muñecas: ¿Mujeres en Miniatura?,EXHIBITIONS,Museo Nacional de Antropología,"Calle Alfonso XII, 68",8544,Madrid,28014,Madrid,Todos los publicos,"Entrada General: 3 € Entrada Reducida: 1,50 Euro...",N/A
,06/06/2018,Visitas Guiadas al Museo de Arte Contemporáneo de Madrid,GUIDED_VISIT,Museo de Arte Contemporáneo de Madrid,"Calle Conde Duque, 9",6112,Madrid,28015,Madrid,Mayores de 18 años,Gratuito,19:30
,06/06/2018,Dora García. Segunda Vez,EXHIBITIONS,Museo Nacional Centro de Arte Reina Sofía Edifici...,"Calle de Santa Isabel, 52",4731,Madrid,28012,Madrid,Todos los publicos,Entrada individual general 8 € + Gastos Entrada ...,L y X a S de 10 a 21 H. D de 10 a 14.15 H
,06/06/2018,La Irrupción del Siglo XX: Utopías y Conflictos (1900-1945),EXHIBITIONS,Museo Nacional Centro de Arte Reina Sofía Edifici...,"Calle de Santa Isabel, 52",5116,Madrid,28012,Madrid,Todos los públicos,Entrada individual general 8 € + GastosEntrada i...,L y X a S de 10 a 21 H.D de 10 a 14.15 H
,06/06/2018,"Dadá Ruso, 1914-1924",EXHIBITIONS,Museo Nacional Centro de Arte Reina Sofía Edifici...,"Calle de Santa Isabel, 52",1388,Madrid,28012,Madrid,Todos los publicos,Entrada individual general 8 € + Gastos Entrada ...,L y X a S de 10 a 21 H. D de 10 a 14.15 H
,06/06/2018,Los Mejores Libros de Fotografía del Año,OTHERS,Biblioteca Nacional de España,"Paseo de Recoletos, 20-22",1191,Madrid,28001,Madrid,Todos los publicos,Gratuito,Martes - Sábado 10:00-20:00 h. Domingo y festivos...
,06/06/2018,Depósito de la Fundación Gandur,EXHIBITIONS,Museo Nacional Centro de Arte Reina Sofía Edifici...,"Calle de Santa Isabel, 52",1594,Madrid,28012,Madrid,Todos los públicos,Entrada individual general 8 € + GastosEntrada i...,L y X a S de 10 a 21 H. D de 10 a 14.15 H
,06/06/2018,"Compañeros de Piso. La Biodiversidad Doméstica, Una Muestra que Nos Descubre con Quién Vivimos",EXHIBITIONS,Museo Nacional de Ciencias Naturales,"Calle José Gutiérrez Abascal, 2",6193,Madrid,28006,Madrid,Todos los publicos,7 €,"Mar-vie, de 10 a 17h Sab-dom de 10 a 20h"
,06/06/2018,¿La Guerra Ha Terminado? Arte en un Mundo Dividido 1945-1968,EXHIBITIONS,Museo Nacional Centro de Arte Reina Sofía Edifici...,"Calle de Santa Isabel, 52",8380,Madrid,28012,Madrid,Todos los publicos,Entrada individual general 8 € +gastosEntrada in...,L y X a S de 10 a 21 H.D de 10 a 14.15 H
,06/06/2018,VII Bienal Internacional de Arte Contemporáneo Fundación Once. Grandes Genios del Arte con Discapacidad,EXHIBITIONS,CentroCentro Cibeles,"Plaza Cibeles, 1",3519,Madrid,28014,Madrid,Todos los publicos,Gratuito,10:00 - 20:00
,07/06/2018,El Siglo Soviético: Fotografía Rusa del Archivo Lafuente (1917-1972),EXHIBITIONS,Círculo de Bellas Artes,"Calle de Alcalá, 42",2058,Madrid,28014,Madrid,Todos los publicos,,N/A
,07/06/2018,Tomás de Acillona: La Experimentación Pictorialista,EXHIBITIONS,Museo del Romanticismo,"Calle de San Mateo, 13",9332,Madrid,28004,Madrid,Todos los publicos,Gratuito,"Mar-sab, 9:30-18:30h. Dom y fes, 10-15h."
,07/06/2018,Curso de Mecánica Básica para Bicicletas Mantenimiento de Tu Bici,WORKSHOP_COURSE,Matadero Madrid,"Paseo de la Chopera, 14",1085,Madrid,28045,Madrid,Todos los publicos,12 €,17:15 - 18:45
,07/06/2018,Inéditos 2018,EXHIBITIONS,La Casa Encendida,"Ronda de Valencia, 2",6628,Madrid,28012,Madrid,Todos los publicos,Gratuito,10:00 - 22:00
,07/06/2018,Estrógenos,THEATRE,Pequeño Teatro Gran Vía,"Calle Gran Vía, 66",288,Madrid,28013,Madrid,Todos los publicos,Desde 16 €,N/A
,07/06/2018,Victor Vasarely. El Nacimiento del Op Art,EXHIBITIONS,Museo Nacional Thyssen-Bornemisza,"Paseo del Prado, 8",956,Madrid,28014,Madrid,Todos los publicos,,N/A
,07/06/2018,"Un Poco de Polvo al Sol, un Poco de Barro Cuando Llueve",EXHIBITIONS,Escuela de Fotografía y Centro de Imagen. EFTI,"Calle Fuenterrabía, 4-6",3714,Madrid,28014,Madrid,Todos los publicos,Gratuito,N/A
,08/06/2018,Cuerpo presente. Censura y performatividad,EXHIBITIONS,La Casa Encendida,"Ronda de Valencia, 2",5702,Madrid,28012,Madrid,Todos los publicos,Gratuito,10:00 - 22:00
,08/06/2018,No Puede Hablar por sí Mismo,EXHIBITIONS,La Casa Encendida,"Ronda de Valencia, 2",7368,Madrid,28012,Madrid,Todos los publicos,Gratuito,10:00 - 22:00
,08/06/2018,Regreso al Futuro,EXHIBITIONS,La Casa Encendida,"Ronda de Valencia, 2",9736,Madrid,28012,Madrid,Todos los publicos,Gratuito,10:00 - 22:00
,08/06/2018,"En un Instante, Marruecos",EXHIBITIONS,Casa Árabe,"C/ Alcalá, 62",6775,Madrid,28009,Madrid,Todos los publicos,Gratuito,De lunes a sábado de 11 a 19:30 horas. Domingos y...
,08/06/2018,Carmen Calvo. Quietud y Vértigo,EXHIBITIONS,Museo Cerralbo,"Calle Ventura Rodríguez, 17",4469,Madrid,28008,Madrid,Todos los publicos,Gratuito,N/A
,09/06/2018,Arqueomúsicas Espacio Educativo. Músicas en la Antigüedad,CHILDREN_ACTIVITIES,Caixaforum Madrid,"Paseo del Prado, 36",1816,Madrid,28014,Madrid,Mayores de 5 años,Gratuito,N/A
,09/06/2018,Mercado de Motores,FAIR_MARKET,Museo del Ferrocarril,Paseo de las Delicias 61,5277,Madrid,28045,Madrid,Todos los publicos,Gratuito,Sábados de 11 a 21 horas y domingos de 11 a 20 ho...
,09/06/2018,Músicas en la Antigüedad,EXHIBITIONS,Caixaforum Madrid,"Paseo del Prado, 36",1134,Madrid,28014,Madrid,Todos los publicos,4 €. Entrada gratuita para clientes de Caixabank,N/A
,09/06/2018,"Free Tour - Madrid Macabro: Crimen, misterios y asesinatos",GUIDED_VISIT,Estatua de Calderón de la Barca,Plaza de Santa Ana,9240,Madrid,28012,Madrid,,,Consultar en enlace
,10/06/2018,Paseo del Arte y de la Artesanía,FAIR_MARKET,Jardín de la Vega Frente a la Rosaleda,Av Olimpica,3397,Poligono Industrial Alcobendas,28108,Madrid,Todos los publicos,,11:00 - 14:00
,10/06/2018,Mercado Ecológico y Artesano,FAIR_MARKET,Plaza Mayor de Hoyo de Manzanares,Plaza Mayor,8667,Hoyo De Manzanares,28240,Madrid,Todos los públicos,Gratuito,11:00 - 14:30
,10/06/2018,Encajes. Pequeñas Historiasde Geometría,CHILDREN_ACTIVITIES,Caixaforum Madrid,"Paseo del Prado, 36",3541,Madrid,28014,Madrid,Mayores de 3 años,2 €. 50 % de dto. clientes Caixabank,11:30
,10/06/2018,Visitas Teatralizadas,THEATRE,Teatro Lara,"Calle Corredera Baja de San Pablo, 15",1306,Madrid,28004,Madrid,Todos los publicos,Desde 12 €,12:00
,13/06/2018,Checoslovaquia (1968-1991) desde la Primavera de Praga a la Salida de las Tropas Soviéticas,EXHIBITIONS,Antiguo Hospital de Santa María la Rica,"Calle Sta. María la Rica, 3",5508,Alcalá de Henares,28801,Madrid,Todos los publicos,Gratuito,N/A
,13/06/2018,Una Aproximación a Afal,EXHIBITIONS,Museo Nacional Centro de Arte Reina Sofía Edifici...,"Calle de Santa Isabel, 52",3821,Madrid,28012,Madrid,Todos los publicos,4 €,"Lun-sab, 10-21h. Dom, 10-14:15"
,14/06/2018,¡Moda! el Diseño Español a Través de la Fotografía,EXHIBITIONS,Museo del Traje. Centro de Investigación del Patr...,"Avenida Juan de Herrera, 2",2381,Madrid,28040,Madrid,Todos los publicos,,N/A
,14/06/2018,Polvorones,THEATRE,Teatro Lara,"Calle Corredera Baja de San Pablo, 15",243,Madrid,28004,Madrid,Todos los publicos,Desde 12 €,22:15 - 23:30
,14/06/2018,Los Secretos de las Ventas con Audioguia,GUIDED_VISIT,Plaza de Toros de Las Ventas,"Calle de Alcalá, 237",3671,Madrid,28028,Madrid,Todos los publicos,"Desde 12,90 €",N/A
,15/06/2018,Colección del Museo Nacional de Ciencia y Tecnología en Alcobendas,EXHIBITIONS,Museo Nacional de Ciencia y Tecnología en Alcoben...,"Calle del Pintor Velázquez, 5",7312,Alcobendas,28100,Madrid,Todos los publicos,Gratuito,Horario de Invierno (Del 1 de Noviembre al 30 de A...
,15/06/2018,Universo Moto,EXHIBITIONS,Museo Nacional de Ciencia y Tecnología en Alcoben...,"Calle del Pintor Velázquez, 5",3687,Alcobendas,28100,Madrid,Todos los publicos,Gratuito,A Consultar
,15/06/2018,Visitas Guiadas al Palacio de Linares,GUIDED_VISIT,Casa de América,"Plaza Cibeles, s/n",6097,Madrid,28014,Madrid,Todos los publicos,Entrada general: 8 €. Descuentos (con la debida ...,N/A
,15/06/2018,Actividades Ambientales Para Colectivos. Centro de Información y Educación Ambiental del Retiro,GUIDED_VISIT,Parque del Retiro de Madrid,"Plaza de la Independencia, 7",9426,Madrid,28001,Madrid,Todos los publicos,Gratuito,N/A
,15/06/2018,El Cielo de Cloe,CHILDREN_ACTIVITIES,Planetario de Madrid,"Parque Tierno Galván, Av. del Planetario, 16",9037,Madrid,28045,Madrid,Todos los publicos,"Adultos: 3,60 € Menores de 14 y Mayores de 65: 1...",Horario Verano(15 junio- 14 septiembre): De marte...
,15/06/2018,Photoespaña18. Los Mejores Libros de Fotografía del Año,EXHIBITIONS,Biblioteca Nacional de España,"Paseo de Recoletos, 20-22",6909,Madrid,28001,Madrid,Todos los publicos,,De Martes a Sábado de 10:00 a 20:00 H. Domingos y...
,15/06/2018,Dibujos de Luis Paret (1746-1799),EXHIBITIONS,Museo de la Biblioteca Nacional de España,"Paseo de Recoletos, 20-22",7235,Madrid,28001,Madrid,Todos los publicos,Gratuito,Martes-Sábado 10:00-20:00h. Domingo y festivos 10...
,15/06/2018,12º Jornada de Networking | Business Day,WORKSHOP_COURSE,Centro de Negocios Melior Madrid Azca,Avenida Brasil 6 - 1ª Planta,5447,Madrid,28020,Madrid,Todos los publicos,10-15 €,9h
,15/06/2018,Iata Wfs (World Financial Symposium),FAIR_MARKET,Madrid Marriott Auditorium,"Av. de Aragón, 400",5329,Madrid,28022,Madrid,Todos los publicos,,N/A
,15/06/2018,El Despacho de Ramón Gómez de la Serna,EXHIBITIONS,Museo de Arte Contemporáneo de Madrid,"Calle Conde Duque, 9",303,Madrid,28015,Madrid,Todos los públicos,Gratuito,Martes – Sábados: 10.00 a 14.00 horas y de 17.3...
,15/06/2018,Imago Regis. 500 Años de Monarquía Española en la Medalla,EXHIBITIONS,Museo Casa de la Moneda,C/ Doctor Esquerdo Nº 36,4930,Madrid,28009,Madrid,Todos los publicos,Grauito,N/A
,15/06/2018,Madrid En Sus Escenas Contemporáneas,EXHIBITIONS,Museo de Arte Contemporáneo de Madrid,"Calle Conde Duque, 9",3941,Madrid,28015,Madrid,Todos los publicos,Gratuito,N/A
,15/06/2018,Visitar la Biblioteca,GUIDED_VISIT,Museo de la Biblioteca Nacional de España,"Paseo de Recoletos, 20-22",4715,Madrid,28001,Madrid,Todos los publicos,,N/A
,15/06/2018,La Cámara de Hacer Poemas,EXHIBITIONS,Museo de la Biblioteca Nacional de España,"Paseo de Recoletos, 20-22",1752,Madrid,28001,Madrid,Todos los publicos,,Martes-Sábado 10:00-20:00h. Domingo y festivos 10...
,15/06/2018,Visita a la Azotea del Edificio del CBA,EXHIBITIONS,Círculo de Bellas Artes,"Calle de Alcalá, 42",4213,Madrid,28014,Madrid,Todos los publicos,,Lunes a viernes de 09:00 a 21:00 h; sábados y dom...
,15/06/2018,Ilustres Ignorantes,SHOW,Teatro Cofidis Alcázar,"Calle de Alcalá, 20",5810,Madrid,28014,Madrid,Todos los publicos,Desde 16 €,23h
,15/06/2018,Y Ese Canto Es Nuestro Amuleto. Mitologías del 68,EXHIBITIONS,Museo de la Biblioteca Nacional de España,"Paseo de Recoletos, 20-22",6413,Madrid,28001,Madrid,Todos los publicos,Gratutito,Martes-Sábado 10:00-20:00h. Domingo y festivos 10...
,15/06/2018,Colecciones de la Biblioteca Nacional,EXHIBITIONS,Biblioteca Nacional de España,"Paseo de Recoletos, 20-22",4633,Madrid,28001,Madrid,Todos los públicos,,De Lunes a Sábado de 10:00 a 20:00 H. Domingos y ...
,15/06/2018,Escuela de Música de Covibar. Guitarra o Teclado,WORKSHOP_COURSE,Centro Cívico Comercial de Covibar,Avda. de Covibar nº 8,3729,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,Precio mensual: 45 € Precio mensual socio: 40 �...,"Miércoles, mañanas Jueves o viernes, tardes"
,15/06/2018,Escuela de Música de Covibar. Grupo de Guitarra,WORKSHOP_COURSE,Centro Cívico Comercial de Covibar,Avda. de Covibar nº 8,4542,Rivas-Vaciamadrid,28523,Madrid,Mayores de 14 años,Precio mensual: 40 € Precio mensual socio: 35 �...,"Jueves, de 19:00 a 20:00 horas Viernes, de 17:00 a..."
,15/06/2018,Fotografía,WORKSHOP_COURSE,Estudio Foto Escuela F,Plaza de Pablo Picasso 2,1527,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,Precio mensual: 40 € Precio mensual socios: 36 �...,N/A
,15/06/2018,Informática y Uso de Internet,WORKSHOP_COURSE,Centro Social Covibar Armando Rodríguez,Avda. Armando Rodríguez Vallina s/n,3606,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,Precio mensual: 35 € Precio mensual socios: 30 �...,N/A
,15/06/2018,Clases de Conversación en Inglés,WORKSHOP_COURSE,Centro Social Covibar Armando Rodríguez,Avda. Armando Rodríguez Vallina s/n,3449,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,Precio mensual: 45 € / Socios: 40 € (una hora ...,"Miércoles a las: 16:00, 17:15, 18:30 y 19:45 hora..."
,15/06/2018,"Sexualidad. Historia, Mitos y Placeres",WORKSHOP_COURSE,Centro Social Covibar Armando Rodríguez,Avda. Armando Rodríguez Vallina s/n,6227,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,Precio mensual: 40 € / Socios: 35 € ?,N/A
,15/06/2018,Grabado,WORKSHOP_COURSE,Centro Cívico Comercial de Covibar,Avda. de Covibar nº 8,987,Rivas-Vaciamadrid,28523,Madrid,Mayores de 18 años,Precio mensual: 37 € Precio mensual socios: 32 �...,18:30 a 21:30
,15/06/2018,El Bosque Encantado,OTHERS,El Bosque Encantado,"Camino de Marañones, 217",5654,San Martin De Valdeiglesias,28680,Madrid,Todos los publicos,Adultos 11€ // Niños 8€,J - D 10:30 hasta anochecer
,16/06/2018,Noches de Verano 2018,OTHERS,Plaza Mayor de Chinchón,Plaza Mayor,585,Chinchon,28370,Madrid,Todos los publicos,Gratuito,N/A
,16/06/2018,Rastro Gigante,FAIR_MARKET,Plaza de los Belgas,Plaza de los Belgas,5795,Villalba De Guadarrama,28400,Madrid,Todos los publicos,Gratuito,N/A
,16/06/2018,Personajes a Escena,CHILDREN_ACTIVITIES,Caixaforum Madrid,"Paseo del Prado, 36",7422,Madrid,28014,Madrid,Mayores de 5 años,Gratuito,Del 28 de abril al 22 de julio: Sábados de 11 a 1...
,18/06/2018,José Manuel Ballester. Encuentros,EXHIBITIONS,Bulevar Salvador Allende,DD Bulevar Salvador Allende 31,6557,Alcobendas,28100,Madrid,Todos los publicos,,N/A
,18/06/2018,"Manualidades, Restauración y Reciclaje",WORKSHOP_COURSE,Centro Cívico Comercial de Covibar,Avda. de Covibar nº 8,3413,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,Precio mensual: 34 € Precio mensual socios: 28 �...,N/A
,19/06/2018,Lorenzo Lotto. Retratos,EXHIBITIONS,Museo Nacional del Prado,"Paseo del Prado, s/n",6993,Madrid,28014,Madrid,Todos los publicos,,N/A
,19/06/2018,Tras la Huella de Ventura Rodríguez,EXHIBITIONS,Biblioteca Regional de Madrid Joaquín Leguina,"C/ Ramírez de Prado,3",4924,Madrid,28045,Madrid,Mayores de 18 años,Gratuito,9:00 - 21:00
,19/06/2018,Guitarra Clásica y Solfeo,WORKSHOP_COURSE,Centro Social Covibar Armando Rodríguez,Avda. Armando Rodríguez Vallina s/n,3442,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,Precio mensual: 41 € Precio mensual socios: 36 �...,17:00 - 19:30
,20/06/2018,Pintura,WORKSHOP_COURSE,Centro Cívico Comercial de Covibar,Avda. de Covibar nº 8,2240,Rivas-Vaciamadrid,28523,Madrid,Mayores de 16 años,Precio mensual: 33 € Precio mensual socios: 28 �...,18:00 - 21:00
,20/06/2018,Seminario de Grafología,WORKSHOP_COURSE,Centro Social Covibar Armando Rodríguez,Avda. Armando Rodríguez Vallina s/n,672,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,Precio mensual: 40 € Precio mensual socios: 36 �...,N/A
,21/06/2018,Humberto Rivas,EXHIBITIONS,Sala Fundación MAPFRE Bárbara Braganza,"Barbara de Braganza, 13",8411,Madrid,28004,Madrid,Todos los publicos,"Entrada general	3,00 €Visita guiada	5,00 € Lun...",N/A
,22/06/2018,Relajación Vecinal,OTHERS,Parque de Asturias-Cantabria,"Calle del Marqués de la Valdavia, 92",3896,Alcobendas,28100,Madrid,Todos los publicos,,10:00 - 12:30
,22/06/2018,Gus Van Sant,EXHIBITIONS,La Casa Encendida,"Ronda de Valencia, 2",3846,Madrid,28012,Madrid,Todos los publicos,Gratuito,10:00 - 22:00
,22/06/2018,Faemino y Cansado,SHOW,Sala Live,"Avda. de Nuestra Señora de Fátima, 42",7341,Madrid,28047,Madrid,Todos los publicos,Anticipada 14 €. Taquilla 18 €,21:30
