,Fecha,Evento,Categoría,Lugar,Dirección,Aforo,Población,C. postal,Provincia,Audiencia,Precio,Horario
,28/11/2018,Campaña De Prevención Y Diagnóstico Precóz De VIH,OTHERS,Imagina Alcobendas,"C/Ruperto Chapí, 18",8246,Alcobendas,28100,Madrid,Consultar con el organizador,Gratuito,16:00 - 20:00
,28/11/2018,Sesión De Ciclo Bike,SPORT,Sala de Ciclo-Bike de la Ciudad Deportiva,"Calle las Águedas, 295",6335,Villalba De Guadarrama,28400,Madrid,Consultar con el organizador,A consultar,19:00
,28/11/2018,Hábitos Saludables,WORKSHOP_COURSE,Hospital Guadarrama,"Paseo del Molino del Rey, 2",6740,"Serranilla, La (guadarrama), Urbanizacion",28440,Madrid,Consultar con el organizador,,18:00 - 18:30
,28/11/2018,Sinergias Locales Para Competir En La Sierra De Guadarrama Y Coaching Para Empresas,WORKSHOP_COURSE,Casa de Cultura Cervantes,"Calle Cervantes, 1",4693,"Serranilla, La (guadarrama), Urbanizacion",28440,Madrid,Consultar con el organizador,,14:30 - 18:30
,28/11/2018,Open Banking y la inversión a debate,CONGRESS_CONFERENCE,Auditorio de Impact Hub,"Calle Piamonte, 23",3047,Madrid,28004,Madrid,Consultar con el organizador,Gratuito,18:00 - 20:00
,28/11/2018,Belén Municipal,OTHERS,CentroCentro,"Plaza de Cibeles, 1A",956,Madrid,28014,Madrid,Todos los publicos,Gratuito,"L-D 10:10-20:00 // 24, 25 y 31 dic 10:10-14:00"
,28/11/2018,"Los Cuentos Del Conejo, De Ana Cristina Herreros Y Daniel Tornero",CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Eugenio Trías. Casa...,"Parque de El Retiro, Casa de Fieras de, Paseo Fern...",5239,Madrid,28009,Madrid,Todos los publicos,Gratuito,19:00
,28/11/2018,Arturo Soria Big Band,MUSIC,Fernán Gómez Centro Cultural de la Villa,"Plaza de Colón, 4",3525,Madrid,28001,Madrid,Consultar con el organizador,Entrada libre previa retirada de invitación en ta...,21:00
,28/11/2018,Wire,MUSIC,Sala Cool Stage,"Calle Isabel la Católica, 6",1707,Madrid,28013,Madrid,Todos los publicos,Venta anticipada: 18 € Venta taquilla: 22 €,20:00
,28/11/2018,Feo,THEATRE,Off Latina,"Calle de los Mancebos, 4",7562,Madrid,28005,Madrid,Mayores de 16 años,Desde 6€,20:00
,28/11/2018,Mesa redonda: 20 años de cómic Injuve,CONGRESS_CONFERENCE,Sala Amadís. Injuve,"Calle de José Ortega y Gasset, 71",3087,Madrid,28006,Madrid,Consultar con el organizador,,19:00-20:30
,28/11/2018,Matilda de Roald Dahl,THEATRE,Biblioteca Pública Villaverde María Moliner,"Villalonso, 16",2350,Madrid,28021,Madrid,Todos los publicos,,20:00
,28/11/2018,Vanessa Borhagian,MUSIC,Galileo Galilei,"100, Calle de Galileo",2287,Madrid,28015,Madrid,Todos los publicos,10 €,21:00
,28/11/2018,Poseidón y el Hombre,SHOW,Teatro Real,"Plaza de Isabel II, s/n",4188,Madrid,28013,Madrid,Consultar con el organizador,Desde 45€,20:30
,28/11/2018,Marlon,MUSIC,Sala Mon Madrid,"Calle Hilarión Eslava, 36",4078,Madrid,28015,Madrid,Consultar con el organizador,Desde 12€,21:30
,28/11/2018,Ibermúsica. Teodor Currentzis y MusicAeterna,MUSIC,Auditorio Nacional de Música,"Príncipe de Vergara, 146",7625,Madrid,28002,Madrid,Todos los publicos,Desde 45 €,19:30
,28/11/2018,Carne Fresca,THEATRE,Off Latina,"Calle de los Mancebos, 4",6092,Madrid,28005,Madrid,Mayores de 17 años,12€,X 20:30 // V 22:30
,28/11/2018,Elsanto,MUSIC,Sala Boite,"Calle de Tetuán, 27",7383,Madrid,28013,Madrid,Consultar con el organizador,8€,21:30
,28/11/2018,Rubén Mariscal,MUSIC,Café Libertad 8,"Calle Libertad, 8",8639,Madrid,28004,Madrid,Consultar con el organizador,10€,21:00
,28/11/2018,Tardes Dulces: Cheescake,WORKSHOP_COURSE,Centro Juvenil Chamberí,"Calle de Raimundo Fernández Villaverde, 2",1246,Madrid,28003,Madrid,Todos los publicos,Gratuito,18:00
,28/11/2018,El Coach como Facilitador Ecosistémico de Procesos de Transformación,CONGRESS_CONFERENCE,Centro de Estudios del Coaching,"Calle de Núñez de Balboa, 116",9512,Madrid,28006,Madrid,Todos los publicos,Gratuito,19:30
,28/11/2018,Anaut,MUSIC,Siroco,"Calle San Dimas, 3",4421,Madrid,28015,Madrid,Consultar con el organizador,Anticipada 10€ // Taquilla 12€,21:00
,28/11/2018,Exposición 20 años de cómic Injuve,OTHERS,Sala Amadís. Injuve,"Calle José Ortega y Gasset, 71",3172,Madrid,28006,Madrid,Todos los publicos,,L-J 11:00-18:00 // V 11:00-15:00
,28/11/2018,Ballet Nacional De España - Gala Benéfica Bailar La Esperanza,SHOW,Teatros del Canal,"Calle de Cea Bermúdez, 1",2396,Madrid,28003,Madrid,Todos los publicos,Desde 25€,20:00
,29/11/2018,Los Poetas Lourdes De Abajo Y Alberto García-Teresa,OTHERS,Librería Diógenes,"C/ Ramón y Cajal, 1 y 4",7695,Alcalá de Henares,28801,Madrid,Todos los publicos,,19:00
,29/11/2018,II Congreso Internacional sobre Lengua e Inmigración,CONGRESS_CONFERENCE,Universidad de Alcalá,"Plaza de San Diego, 1",3404,Alcalá de Henares,28801,Madrid,Todos los publicos,,9:00 - 20:30
,29/11/2018,Taller Práctico de Abdominales Hipopresivos,SPORT,Espacio Orgánico,"Avenida Fuencarral, 1",3534,Poligono Industrial Alcobendas,28108,Madrid,Todos los publicos,30 €,11:15 - 12:45
,29/11/2018,"Encuentro Con Jesús Marchamalo: Biblioteca De Escritores, Un Paseo Por Sus Reinos De Papel",OTHERS,"Universidad Popular de Alcobendas, Espacio Miguel ...","Av. de la Magia, 4",7257,Alcobendas,28100,Madrid,Consultar con el organizador,Gratuito,19:00
,29/11/2018,El Amor Y La Muerte,OTHERS,Centro Cultural Isabel de Farnesio- Auditorio Joaq...,"Calle del Capitán Angosto Gómez Castrillón, 39",5882,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,4€ Socios 3€,19:00 - 21:00
,29/11/2018,Acto De Celebración Del Día Internacional Del Voluntariado,OTHERS,Auditorio Montserrat Caballé,"Calle Mar Alborán, 1",7439,Arganda Del Rey,28500,Madrid,Consultar con el organizador,Entrada Libre - Aforo limitado,19:00
,29/11/2018,XIII Gala De Celebración Del Día Internacional Del Voluntariado,OTHERS,Auditorio Montserrat Caballé,"Calle Mar de Alborán, 1",9549,Arganda Del Rey,28500,Madrid,Todos los publicos,Gratuito hasta completar aforo,19:00
,29/11/2018,Visita A Hispasat,GUIDED_VISIT,Hispasat,"Carretera Antigua De Valencia, Km.33",5631,Arganda Del Rey,28500,Madrid,Consultar con el organizador,A consultar,A consultar
,29/11/2018,"Zorba, ¡Enséñame A Bailar!",SHOW,Auditorio Municipal de Boadilla del Monte,"Avenida Isabel de Farnesio, 16",9105,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Todos los publicos,"Donativo 5€; se podrá adquirir el lunes 26, de ...",19:30
,29/11/2018,Marca Personal Y Redes Sociales Para Pymes Y Autónomos,WORKSHOP_COURSE,Centro Municipal De Empresas,"Calle Francisco Alonso, 2",8832,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Consultar con el organizador,Gratuito,10:00 - 13:00
,29/11/2018,El Director De Orquesta,CONGRESS_CONFERENCE,Centro de Formación de Boadilla del Monte-Salón ...,"Avda. Victoria Eugenia de Battenberg, 10",6846,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Todos los publicos,Gratuito hasta completar aforo,19:00
,29/11/2018,Guía Municipal De Orientación Laboral A Personas Con Discapacidad,WORKSHOP_COURSE,Centro de Empresas Municipal,"Francisco Alonso, 2",7536,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Consultar con el organizador,A consultar,A consultar
,29/11/2018,"Taller Creativo Infantil ""Un Cielo Estrellado""",CHILDREN_ACTIVITIES,Cafetería Play & Coffee,"C/ Azuela, 92",7139,Villalba De Guadarrama,28400,Madrid,Mayores de 3 años,,17:30 - 18:30
,29/11/2018,Taller Abdominales Hipopresivos,WORKSHOP_COURSE,Ciudad Deportiva Collado Villalba,"Calle las Águedas, 295",3089,Villalba De Guadarrama,28400,Madrid,Consultar con el organizador,A consultar,12:40
,29/11/2018,KARAOKE JAM,OTHERS,La Frontera Villalba,"Fuente del Álamo, 12",3628,Villalba De Guadarrama,28400,Madrid,Consultar con el organizador,,23:30
,29/11/2018,365. Eugenio Recuenco,EXHIBITIONS,CEART - Centro Cultural Tomás y Valiente,"Calle Leganés, 51",8671,Fuenlabrada,28945,Madrid,Todos los publicos,,17:00 - 21:00
,29/11/2018,XX Jornadas Fotográficas de Fuenlabrada AFOPAZ,EXHIBITIONS,CEART - Centro Cultural Tomás y Valiente,"Calle Leganés, 51",2870,Fuenlabrada,28945,Madrid,Todos los publicos,,17:00 - 21:00
,29/11/2018,Entrega De Premios De Los Concursos Literario Y De Carteles,OTHERS,Centro Cultural Alfonso X EL Sabio,"Calle de las Herrenes, 0",7740,"Serranilla, La (guadarrama), Urbanizacion",28440,Madrid,Consultar con el organizador,A consultar,10:00
,29/11/2018,Estudio Macroeconómico del Impacto del Sector Eólico en España,CONGRESS_CONFERENCE,Club Español de la Energía - Enerclub,"Paseo de la Castellana, 257",488,Madrid,28046,Madrid,Consultar con el organizador,Gratuito,12:00 - 14:00
,29/11/2018,Kundalini Yoga,WORKSHOP_COURSE,Espacio Kendra,"Calle de Eugenio Salazar, 14",8419,Madrid,28002,Madrid,Todos los publicos,10€,10:00 - 11:30
,29/11/2018,Taller De Origami,WORKSHOP_COURSE,Museo Cerralbo,"Calle Ventura Rodríguez, 17",1234,Madrid,28008,Madrid,Todos los publicos,10 €,19:00
,29/11/2018,Masterclass. El Jazz Flamenco desde dentro,CONGRESS_CONFERENCE,Centro Cultural Conde Duque,"Calle Conde Duque, 11",312,Madrid,28015,Madrid,Todos los publicos,,17:30
,29/11/2018,Aitor Flamingos,MUSIC,Sound Stage,"Avenida de Brasil, 5",7458,Madrid,28042,Madrid,Todos los publicos,10 €,21:00
,29/11/2018,El ocaso de la publicidad y la reformulación de los medios de comunicación,CONGRESS_CONFERENCE,Value School,"Calle de José Abascal, 45, entreplanta",6755,Madrid,28003,Madrid,Consultar con el organizador,"Gratuito, previa inscripción",19:00 - 20:30
,29/11/2018,Circuitos de Artes Plásticas,EXHIBITIONS,Sala Arte Joven,"Avda. América, 13",1399,Madrid,28002,Madrid,Todos los publicos,Gratuito,A Consultar
,29/11/2018,Este es de Aire el Otro de Agua,THEATRE,Teatro Pradillo,"Calle de Pradillo, 12",6131,Madrid,28002,Madrid,Consultar con el organizador,12€,21:00
,29/11/2018,La Joven Compañía Barro / Mapa de las Ruinas de Europa 1,SHOW,Teatros del Canal,"Calle de Cea Bermúdez, 1",6656,Madrid,28003,Madrid,Todos los publicos,Desde 10 €,N/A
,29/11/2018,Alicia Framis,EXHIBITIONS,Sala Alcalá 31,"Calle de Alcalá, 31",4890,Madrid,28014,Madrid,Todos los publicos,Gratuito,A Consultar
,29/11/2018,Rycardo moreno,MUSIC,Centro Cultural Nicolás Salmerón (Chamartín),"Calle Mantuano, 51",4281,Madrid,28002,Madrid,Todos los publicos,Gratuito,19:30
,29/11/2018,VI Rizoma Festival,OTHERS,Cineteca,"Plaza de Legazpi, 8",6536,Madrid,28045,Madrid,Consultar con el organizador,"3,5 €",A consultar
,29/11/2018,Charla ‘Las Políticas Del Cuerpo Intermedio’ Por Guy Cools,CONGRESS_CONFERENCE,Teatros del Canal,"Calle de Cea Bermúdez, 1",9838,Madrid,28003,Madrid,Todos los publicos,3 €,11:00
,29/11/2018,"Eleusis, Ritual de Amor Vida y Muerte",THEATRE,Teatro Tribueñe,"Calle de Sancho Dávila, 31",9780,Madrid,28028,Madrid,Consultar con el organizador,10€,20:00
,29/11/2018,Chica Sobresalto,MUSIC,Sala Búho Real,"Calle de Regueros, 5",9385,Madrid,28004,Madrid,Consultar con el organizador,Taquilla inversa,19:30
,29/11/2018,Riola + Rest In Beat,MUSIC,Intruso Bar,C/ Augusto Figueroa 3,7587,Madrid,28004,Madrid,Todos los publicos,9€,21:30
,29/11/2018,Novana,MUSIC,Café Libertad 8,"Calle Libertad, 8",9580,Madrid,28004,Madrid,Consultar con el organizador,7€,21:00
,29/11/2018,Qué sabemos de CRISPR: tijeras moleculares para editar nuestros genes,CONGRESS_CONFERENCE,Salón de Actos. Real Jardín Botánico de Madrid,"Plaza de Murillo, 2",5339,Madrid,28014,Madrid,Todos los publicos,Gratuito,18:30
,29/11/2018,Discografía Ideal II,CONGRESS_CONFERENCE,Biblioteca Pública Municipal José Hierro,"Calle María Sevilla Diago, 13",7555,Madrid,28022,Madrid,Consultar con el organizador,Gratuito,19:00
,29/11/2018,Eternal Souls,MUSIC,Blackbird,"Calle de las Huertas, 22",1957,Madrid,28014,Madrid,Todos los publicos,Gratuito,22:00
,29/11/2018,Elías Serra,MUSIC,Sala Boite,"Calle de Tetuán, 27",6521,Madrid,28013,Madrid,Consultar con el organizador,8€,21:30
,29/11/2018,33º Premio BMW de Pintura,EXHIBITIONS,Centro Cultural Casa de Vacas,"Paseo de Colombia, 1",6933,Madrid,28009,Madrid,Todos los publicos,Gratuito,N/A
,29/11/2018,"CSI Nefertiti: La sinergia entre astronomía, arqueología y genética en el Egipto antiguo",CONGRESS_CONFERENCE,Planetario de Madrid,"Parque Tierno Galván, Av. del Planetario, 16",5101,Madrid,28045,Madrid,Todos los publicos,"Gratuito, previa inscripción",20:00
,29/11/2018,"Tu talento: Luces, foco y acción para tu negocio, con Patricia Jensen",CONGRESS_CONFERENCE,Factoría Cultural / Viveros de Industrias Creativ...,"Paseo de la Chopera, 14",4509,Madrid,28045,Madrid,Consultar con el organizador,Gratuito,19:30 - 21:00
,29/11/2018,Vaz Oliver + Rosen Müller,MUSIC,Café Berlín,"Costanilla de los Ángeles, 20",7041,Madrid,28013,Madrid,Consultar con el organizador,General 6€ // Entrada + disco 20€,21:00
,29/11/2018,Xtatic5,MUSIC,Tempo Club,"Calle Duque de Osuna, 8",1877,Madrid,28015,Madrid,Consultar con el organizador,10€,22:30
,29/11/2018,Crochet Y Guantes,SPORT,Centro Juvenil El Pardo,"Av. del Padre Cipriano, 11",7662,"Pardo, El",28048,Madrid,Todos los publicos,Gratuito,18:00
,29/11/2018,Fundación Excelentia. Novena Beethoven & Te Deum Bruckner,MUSIC,Auditorio Nacional de Música,"Príncipe de Vergara, 146",3080,Madrid,28002,Madrid,Todos los publicos,Desde 28 €,19:30
,29/11/2018,Los Malinches [Murcia],MUSIC,Delia Records,"Calle Delicias, 19",2015,Madrid,28045,Madrid,Todos los publicos,Gratuito,20:00
,29/11/2018,Bart & The Bedazzled,MUSIC,Sala Moby Dick,"Av. de Brasil, 5",633,Madrid,28020,Madrid,Consultar con el organizador,Anticipada 12€ // Taquilla 15€,21:00
,29/11/2018,Lluis Montolou,CONGRESS_CONFERENCE,Real Jardín Botánico de Madrid,"Plaza de Murillo, 2",6719,Madrid,28014,Madrid,Todos los publicos,Gratuito,18:30
,29/11/2018,Acto 30 aniversario del Parque Natural de Somiedo,CONGRESS_CONFERENCE,Centro Asturiano de Madrid,"Calle Farmacia, 2",2098,Madrid,28004,Madrid,Todos los publicos,Gratuito,20:00
,29/11/2018,Mourn,MUSIC,Sala But,"Calle Barceló, 11",9731,Madrid,28004,Madrid,Consultar con el organizador,Desde 10e,20:30
,29/11/2018,Leonardo Da Vinci. Los Rostros Del Genio,EXHIBITIONS,Biblioteca Nacional de España,"Paseo de Recoletos, 20-22",2962,Madrid,28001,Madrid,Todos los publicos,Gratuito,A Consultar
,29/11/2018,El perdón nos sienta tan bien,CONGRESS_CONFERENCE,Biblioteca Pública Municipal Iván de Vargas,"Calle de San Justo, 5",5017,Madrid,28005,Madrid,Todos los publicos,Gratuito,18:45
,29/11/2018,El Valle De Los Reyes,CONGRESS_CONFERENCE,CaixaForum Madrid,"Paseo del Prado, 36",6199,Madrid,28014,Madrid,Todos los publicos,4 €. 50 % de dto. Clientes CaixaBank,19:30
,29/11/2018,Jose Luis Pardo & The Mojo Workers,MUSIC,El Junco Jazz,"Plaza de Sta. Barbara, 10",5945,Madrid,28004,Madrid,Todos los publicos,10 €,23:30
,29/11/2018,La actualidad de Vallejo: por una poesía libre e incondicionada,CONGRESS_CONFERENCE,Instituto Cervantes (Madrid) - Salón de Actos,"Calle Alcalá, 49",1128,Madrid,28014,Madrid,Consultar con el organizador,,19:00
,29/11/2018,Jornadas Acotex: Pilares Y Beneficios De La Moda Sostenible,WORKSHOP_COURSE,Impact Hub Piamonte,"Calle Piamonte, 23",7203,Madrid,28004,Madrid,Todos los publicos,Gratuito,9:15
,29/11/2018,Eliot Zigmund Quartet con Chris Cheek,MUSIC,Bogui Jazz,"Calle del Barquillo, 29",3032,Madrid,28004,Madrid,Todos los publicos,17€,21:00
,29/11/2018,La máquina de la soledad,THEATRE,Nave de Terneras del Centro Cultural Casa del Re...,"Paseo de la Chopera, 6",3149,Madrid,28045,Madrid,Consultar con el organizador,Gratuito,20:30
,29/11/2018,Una Fiesta en la Capital - Moby Wic,MUSIC,Sala Moby Dick,"Av. de Brasil, 5",6451,Madrid,28020,Madrid,Consultar con el organizador,Anticipada 12€ // Taquilla 15€,21:00
,29/11/2018,Tango,THEATRE,Off Latina,"Calle de los Mancebos, 4",3007,Madrid,28005,Madrid,Mayores de 16 años,8€,20:30
,29/11/2018,Oye! Sebas y El Combo Guanabí,MUSIC,Sala Búho Real,"Calle de Regueros, 5",5281,Madrid,28004,Madrid,Consultar con el organizador,5€,21:00
,29/11/2018,Castrapo,THEATRE,Sala de Teatro Cuarta Pared,"Calle de Ercilla, 17",7386,Madrid,28005,Madrid,Consultar con el organizador,14€,21:00
,29/11/2018,Mojarrieta,MUSIC,Fulanita de Tal,"Regueros, 9",1285,Madrid,28004,Madrid,Todos los publicos,6 €,21:30
,29/11/2018,Laicha-Lechner Dúo,MUSIC,El Plaza Jazz Club,"Calle de Martín de los Heros, 3",3668,Madrid,28008,Madrid,Consultar con el organizador,7€,22:00
,29/11/2018,Polvorones,THEATRE,Teatro Lara - Sala Lola Membrives,"Calle Corredera Baja de San Pablo, 15",4484,Madrid,28004,Madrid,Consultar con el organizador,Desde 12€,22:15 excepto 6 de diciembre (21:15)
,29/11/2018,Ante la Jubilación,THEATRE,Teatro de la Abadía,"Calle de Fernández de los Ríos, 42",1418,Madrid,28015,Madrid,Todos los publicos,Desde 24 €,"De martes a sábado, 19.30 h Domingo, 18.00 h"
,29/11/2018,Pitch Con Poder Y Pasión · Curso De Elevator Pitch Para Emprendedores,WORKSHOP_COURSE,Impact Hub Piamonte,"Calle Piamonte, 23",3236,Madrid,28004,Madrid,Todos los publicos,"123,35 €",16:30
,29/11/2018,Ritmoterapia,OTHERS,Centro Juvenil Chamberí,"Calle de Raimundo Fernández Villaverde, 2",1927,Madrid,28003,Madrid,Todos los publicos,Gratuito,18:00
,29/11/2018,"Francisco, El Hombre",MUSIC,Sala Caracol,"Calle Bernardino Obregón, 18",9525,Madrid,28012,Madrid,Consultar con el organizador,Anticipada 10€ // Taquilla 13€,20:00
,29/11/2018,Ice Chemical Plant,MUSIC,ThunderCat Club,"Calle de Campoamor, 11",2446,Madrid,28004,Madrid,Consultar con el organizador,6€,22:00
,29/11/2018,Dúo La Loba,MUSIC,Café Berlín,"Costanilla de los Ángeles, 20",3056,Madrid,28013,Madrid,Todos los publicos,12€,23:00
,29/11/2018,Juan Y Yerai,MUSIC,Sala Caracol,"Calle Bernardino Obregón, 18",7743,Madrid,28012,Madrid,Todos los publicos,14€,23:45
,29/11/2018,The Apx,MUSIC,Sala Clamores,"Calle Alburquerque, 14",9744,Madrid,28010,Madrid,Todos los publicos,14€ anticipada 16€ taquilla,21:00
,29/11/2018,Jornada De Puertas Abiertas,CONGRESS_CONFERENCE,Centro Cultural Galileo-Auditorio,"C/ Galileo, 39",5693,Madrid,28015,Madrid,Consultar con el organizador,,09:45 - 14:00
,29/11/2018,La Bien Querida,MUSIC,Garra Bar. Hotel Barceló Torre de Madrid,"Plaza de España, 18",8834,Madrid,28008,Madrid,Consultar con el organizador,Anticipada 16€ // Taquilla 20€,21:30
,29/11/2018,Skepta,MUSIC,Joy Eslava,"Calle del Arenal, 11",7288,Madrid,28013,Madrid,Todos los publicos,Desde 22€,20:00
,29/11/2018,Memoria del exilio judío de los países árabes,CONGRESS_CONFERENCE,Centro Sefarad-Israel,"Calle Mayor, 69",9741,Madrid,28013,Madrid,Consultar con el organizador,"Gratuito, previa inscripción",19:00
,29/11/2018,Idles,MUSIC,Cool Stage,"Calle de Isabel la Católica, 6",7040,Madrid,28013,Madrid,Consultar con el organizador,20€,21:00
,29/11/2018,Incrementa tu autoconocimiento y confianza,WORKSHOP_COURSE,Escuela de Emociones,"Calle de Alcalá, 118",5776,Madrid,28009,Madrid,Consultar con el organizador,Gratuito,18:30
,29/11/2018,Nuria Nchama + Artistas invitados,MUSIC,Sala El Juglar,"Calle de Lavapiés, 37",7562,Madrid,28012,Madrid,Consultar con el organizador,8€,21:30
,29/11/2018,Fran Molina & Carlos Bermúdez,MUSIC,Café El Despertar,"Calle de la Torrecilla del Leal, 18",682,Madrid,28012,Madrid,Consultar con el organizador,4 €,21:00
,29/11/2018,Rojo,THEATRE,Teatro Español,Calle del Príncipe 25,9923,Madrid,28012,Madrid,Consultar con el organizador,Desde 4€,20:00
,29/11/2018,(Des)Igualdad de géneros y de derechos humanos,CONGRESS_CONFERENCE,Centro Cultural Zazuar,"Calle Zazuar, 4",8168,Madrid,28031,Madrid,Consultar con el organizador,Gratuito,19:00
,29/11/2018,"Itinerarios 2018. Silvia Japkin, Dolors Puigdemont Y Kima Guitart",EXHIBITIONS,Museo Nacional de Artes Decorativas,"Calle de Montalbán, 12",1073,Madrid,28014,Madrid,Todos los publicos,Gratuito,A Consultar
,29/11/2018,Repion,MUSIC,Siroco,"Calle San Dimas, 3",260,Madrid,28015,Madrid,Consultar con el organizador,7€,21:00
,29/11/2018,XXXVI Festival De Otoño - Otras InCapacidades. Laboratorio escénico,THEATRE,"Teatro de La Abadía, Sala José Luis Alonso","Calle de Fernández de los Ríos, 42",7682,Madrid,28015,Madrid,Todos los publicos,22€,A Consultar
,29/11/2018,Enrique Heredia”Negri” Y Pepe Rivero: Bolero Flamenco,MUSIC,Centro Cultural Galileo-Teatro Galileo,"C/ Galileo, 39",8028,Madrid,28015,Madrid,Todos los publicos,,21:00
,29/11/2018,Robin Mckelle,MUSIC,Teatro Fernán Gómez,"Plaza de Colón, 4",7093,Madrid,28001,Madrid,Consultar con el organizador,Desde 23€,21:00
,29/11/2018,El Pont Flotant,THEATRE,Teatros del Canal,"Calle de Cea Bermúdez, 1",1383,Madrid,28003,Madrid,Todos los publicos,"Desde 11,50€",20:00
,29/11/2018,Los Crustas,MUSIC,Moe Club,"Av. de Alberto de Alcocer, 32",5036,Madrid,28036,Madrid,Consultar con el organizador,Gratuito,22:00
,29/11/2018,Idles + John,MUSIC,Sala Moby Dick Club,"Av. de Brasil, 5",1230,Madrid,28020,Madrid,Todos los publicos,Anticipada : 20 € Taquilla : 25 €,21:00
,29/11/2018,Viceversa,MUSIC,Galileo Galilei,"100, Calle de Galileo",643,Madrid,28015,Madrid,Todos los publicos,23,21:00
,29/11/2018,Rosie Carney,MUSIC,Costello Club,"Calle Caballero de Gracia, 10",9126,Madrid,28013,Madrid,Consultar con el organizador,Desde 16€,21:30
,29/11/2018,"Estreno Documental ""Tus Desperdicios Y Otros Manjares""",OTHERS,Cines Zoco,"Avenida de España, 51",4299,Majadahonda,28220,Madrid,Todos los publicos,28220,20:30 - 22:30
,29/11/2018,El Clarinete Como Protagonista,MUSIC,Museo de la Ciudad de Móstoles,"Calle de Andrés Torrejón, 5",3718,Mostoles,28931,Madrid,Consultar con el organizador,A consultar,19:00
,29/11/2018,Yabba. María Jerez Acompañada de LANOCHE,EXHIBITIONS,CA2M Centro de Arte Dos de Mayo,Avda. Constitución 23,5493,Mostoles,28931,Madrid,Todos los publicos,Gratuito,20:00 - 21:00
,29/11/2018,Jon Ayuga Trío,MUSIC,Teatro Del Bosque,"Av. de Portugal, 57",6311,Mostoles,28931,Madrid,Consultar con el organizador,10 €,20:00
,29/11/2018,"Teatro Foro ""No Puedo Más""",THEATRE,Centro Cultural Gabriel Celaya,"Plaza de Fernando VI, 1",5078,San Fernando De Henares,28830,Madrid,Todos los publicos,Gratuito hasta completar aforo,19:00 - 20:30
,29/11/2018,Campaña De Donación De Sangre,OTHERS,Plaza de la Corredera,Plaza de la Corredera,6255,San Martin De Valdeiglesias,28680,Madrid,Mayores de 18 años,Gratuito,17:40 - 20:45
,29/11/2018,Presentación De Libros De Autores Locales,OTHERS,Biblioteca Municipal Federico García Lorca,"Plaza del Maestro, s/n",6040,Torrejon De Ardoz,28850,Madrid,Consultar con el organizador,A consultar,18:00
,29/11/2018,¿Te Querré Siempre?,THEATRE,Teatro Municipal José María Rodero,"C/ Londres, 3",1437,Torrejon De Ardoz,28850,Madrid,Todos los publicos,A consultar,Matinal
,30/11/2018,Congreso Internacional de Marketing Religioso,CONGRESS_CONFERENCE,Hotel NH Madrid Ventas,"Calle Biarritz, 2,",7754,Madrid,28028,Madrid,Mayores de 18 años,250 €,A consultar
,30/11/2018,"Arsenio Puro, Dámaso y Riversson",SHOW,Sala Houdini,"Calle García Luna, 13",6337,Madrid,28002,Madrid,Consultar con el organizador,25€,22:00
,30/11/2018,The Pretty Things. Gira de despedida,MUSIC,Sala El Sol,"Calle Jardines, 3",9687,Madrid,28013,Madrid,Consultar con el organizador,18€,21:00
,30/11/2018,Mavi Phoenix,MUSIC,Changó Club,"Calle Covarrubias, 42",9625,Madrid,28010,Madrid,Consultar con el organizador,13€,20:30
,30/11/2018,Mighty Vamp,MUSIC,Tempo Club,"Calle Duque de Osuna, 8",9061,Madrid,28015,Madrid,Consultar con el organizador,Anticipada 8€ // Taquilla 10€,21:30
,30/11/2018,Réquiem,THEATRE,Sala El Montacargas,"Calle de Antillón, 19",6430,Madrid,28011,Madrid,Consultar con el organizador,Consultar,21:00
,30/11/2018,La Mafia Canalla + Atlantic + Alex 45,MUSIC,Café La Palma,"Calle de la Palma, 62",4767,Madrid,28015,Madrid,Todos los publicos,Gratuito,21:00
,30/11/2018,JAZZMADRID18. Festival Internacional De Jazz De Madrid,MUSIC,Plaza de las Comendadoras,Plaza de las Comendadoras,4347,Madrid,28015,Madrid,Consultar con el organizador,A Consultar,17:30
,30/11/2018,XVI Retromóvil Madrid 2018,FAIR_MARKET,Ifema Feria de Madrid,"Av. Partenón, 5",7234,Madrid,28042,Madrid,Todos los publicos,Desde 12 €,V - S: 10:00 - 21:00 D: 10:00 - 15:00
,30/11/2018,"Rocío Mora, Iván Gallego, Nati de Vallecas, Andrés Sánchez y Paco Pons",MUSIC,Flamenco Candela,"Calle del Olmo, 2",3329,Madrid,28012,Madrid,Consultar con el organizador,15€,22:30
,30/11/2018,ExpoModelTren,FAIR_MARKET,Pabellón de Cristal (Casa de Campo),"Avenida Principal, 16",4544,Madrid,28011,Madrid,Todos los publicos,Gratuito,A Consultar
,30/11/2018,La Máquina De Soñar,CHILDREN_ACTIVITIES,Centro Cultural la Elipa,"Pje Santa Felicidad, 39",2731,Madrid,28017,Madrid,Todos los publicos,Gratuito,18:00
